time,stack,heap,heap_extra
0,0,0,0
336,0,472,16
343,0,2004568,32
690,0,2004576,48
722,0,2004600,40
754,0,2004568,32
770,0,2004568,32
790,0,2004576,48
815,0,2004600,40
831,0,2004596,44
854,0,2004576,48
870,0,2004576,48
891,0,2254568,40
923,0,2004600,40
955,0,2004568,32
971,0,2004576,48
1001,0,2004600,40
1017,0,2004692,44
1033,0,2004568,32
1049,0,2004576,48
1065,0,2004584,40
1081,0,2004568,32
1097,0,2004596,44
1125,0,2004576,48
1153,0,2005056,48
1181,0,2004568,32
1209,0,2004584,40
1237,0,2004576,48
1265,0,2004568,32
1298,0,2004584,40
1328,0,2004628,44
1356,0,2004576,48
1384,0,2004576,48
1412,0,2004576,48
1426,0,2004584,40
1446,0,3004568,40
1474,0,2004584,40
1502,0,2004584,40
1530,0,2004568,32
1558,0,2004576,48
1586,0,2004576,48
1617,0,2004576,48
1645,0,2004584,40
1673,0,2004568,32
1701,0,2004584,40
1729,0,2004568,32
1757,0,2004584,40
1785,0,2004576,48
1813,0,2004568,32
1827,0,2004688,48
1834,0,2004584,40
1841,0,2004568,32
1848,0,2004628,44
1911,0,2004584,40
1918,0,2004600,40
1925,0,2004568,32
1932,0,2004580,44
1939,0,2004568,32
1946,0,2004568,32
1953,0,2004584,40
1960,0,2004584,40
1967,0,2004576,48
1974,0,2004576,48
1981,0,2004584,40
1988,0,2004568,32
1995,0,2004584,40
2002,0,2004576,48
2009,0,2004568,32
2016,0,2004584,40
2023,0,2004580,44
2030,0,2004568,32
2037,0,2004600,40
2044,0,2004600,40
2051,0,2004568,32
2058,0,2004600,40
2065,0,2004568,32
2072,0,2004576,48
2079,0,2004568,32
2086,0,2004568,32
2093,0,2004576,48
2100,0,2004600,40
2107,0,2004568,32
2115,0,2004688,48
2122,0,2004568,32
2129,0,2004576,48
2136,0,2004576,48
2143,0,2004584,40
2150,0,2004568,32
2157,0,2004568,32
2164,0,2004568,32
2171,0,2004568,32
2178,0,2004568,32
2185,0,2004584,40
2192,0,2004568,32
2199,0,2004576,48
2206,0,2004568,32
2218,0,4004568,40
2230,0,2009196,68
