time,stack,heap,heap_extra
0,0,0,0
323,0,472,16
330,0,3004568,32
860,0,3004576,48
892,0,3004576,48
924,0,3004568,32
972,0,3004576,48
1005,0,3192068,44
1059,0,3004568,32
1091,0,3004612,44
1123,0,3004568,32
1176,0,3004576,48
1208,0,3004568,32
1240,0,3004752,48
1283,0,3004568,32
1339,0,3004576,48
1367,0,3004568,32
1402,0,3754568,40
1455,0,3004580,44
1485,0,3004580,44
1541,0,3004568,32
1597,0,3004576,48
1646,0,3004568,32
1702,0,3004568,32
1758,0,3004568,32
1814,0,3004580,44
1870,0,3004580,44
1898,0,3004592,48
1948,0,4504568,40
1997,0,3004576,48
2062,0,3004576,48
2118,0,3004612,44
2174,0,3004580,44
2230,0,3004576,48
2268,0,3004616,40
2324,0,3004576,48
2380,0,3004592,48
2408,0,3004580,44
2436,0,3004580,44
2464,0,3004568,32
2492,0,3004568,32
2520,0,3004568,32
2548,0,3004568,32
2576,0,3004592,48
2604,0,3004592,48
2632,0,3004576,48
2660,0,3004576,48
2688,0,3004568,32
2716,0,3004580,44
2758,0,3004568,32
2765,0,3004612,44
2772,0,3004592,48
2779,0,3004568,32
2786,0,3004568,32
2793,0,3004568,32
2800,0,3004568,32
2807,0,3004568,32
2814,0,3004580,44
2821,0,3004576,48
2828,0,3004576,48
2835,0,3004568,32
2842,0,3004576,48
2849,0,3004568,32
2856,0,3004568,32
2863,0,3004576,48
2870,0,3004592,48
2877,0,3004580,44
2884,0,3004580,44
2891,0,3004568,32
2898,0,3004568,32
2905,0,3004576,48
2912,0,3004580,44
2919,0,3004588,52
2932,0,3004576,48
2939,0,3004580,44
2946,0,3004568,32
2953,0,3004568,32
2960,0,3004568,32
2967,0,3004580,44
2974,0,3004580,44
2981,0,3004656,48
2988,0,3004568,32
2995,0,3004580,44
3002,0,3004576,48
3009,0,3004568,32
3016,0,3004576,48
3023,0,3004752,48
3030,0,3004580,44
3037,0,3004616,40
3044,0,3004616,40
3051,0,3004568,32
3058,0,3004580,44
3065,0,3004576,48
3072,0,3004568,32
3082,0,3004568,32
3091,0,6004568,40
3103,0,3009196,68
