time,stack,heap,heap_extra
0,0,0,0
319,0,472,16
327,0,3004568,32
856,0,3004576,48
920,0,3004568,32
957,0,3004612,44
996,0,3004588,52
1055,0,3004580,44
1119,0,3004568,32
1169,0,3004576,48
1233,0,3004580,44
1297,0,3004592,48
1361,0,3004568,32
1393,0,3004568,32
1434,0,3004580,44
1467,0,3004580,44
1531,0,3004568,32
1595,0,3004592,48
1659,0,3004592,48
1723,0,3004580,44
1781,0,3004612,44
1845,0,3004576,48
1909,0,3004568,32
1963,0,4504568,40
2011,0,3004580,44
2080,0,3004576,48
2112,0,3004576,48
2168,0,3004580,44
2232,0,3004592,48
2296,0,3005300,44
2328,0,3004576,48
2360,0,3004568,32
2392,0,3004660,44
2424,0,3004568,32
2456,0,3004568,32
2488,0,3004568,32
2520,0,3004576,48
2568,0,3004568,32
2600,0,3004576,48
2632,0,3004568,32
2664,0,3004568,32
2696,0,3004576,48
2728,0,3004568,32
2760,0,3004592,48
2792,0,3004568,32
2824,0,3004568,32
2856,0,3004568,32
2888,0,3004592,48
2920,0,3004568,32
2969,0,3004576,48
2977,0,3004576,48
2985,0,3004568,32
2993,0,3004580,44
3001,0,3004568,32
3009,0,3004576,48
3017,0,3004568,32
3025,0,3004592,48
3033,0,3004580,44
3041,0,3004576,48
3049,0,3004576,48
3057,0,3004576,48
3065,0,3005304,40
3073,0,3004568,32
3081,0,3004568,32
3089,0,3004580,44
3097,0,3004568,32
3105,0,3004568,32
3113,0,3004580,44
3124,0,3004568,32
3133,0,6004568,40
3145,0,3009203,77
