time,stack,heap,heap_extra
0,0,0,0
321,0,472,16
329,0,4004568,32
1030,0,4004576,48
1094,0,4004576,48
1167,0,4129568,48
1223,0,4004580,44
1287,0,4004568,32
1364,0,4004600,40
1428,0,4004568,32
1492,0,4004568,32
1556,0,4004584,40
1628,0,4004576,48
1663,0,4004584,40
1727,0,4004576,48
1812,0,5004568,40
1876,0,4004576,48
1940,0,4004632,40
1981,0,4004576,48
2045,0,4004576,48
2109,0,4004568,32
2173,0,4004568,32
2213,0,4004576,48
2281,0,4004584,40
2321,0,4004596,44
2385,0,4004596,44
2449,0,4004576,48
2513,0,4004568,32
2590,0,6004568,40
2654,0,4004568,32
2726,0,4004568,32
2790,0,4004576,48
2854,0,4004692,44
2918,0,4004568,32
2982,0,4004568,32
3046,0,4004568,32
3126,0,4004568,32
3192,0,4004576,48
3256,0,4004812,52
3348,0,4004568,32
3412,0,4005056,48
3452,0,4004568,32
3589,0,4004628,44
3661,0,4004812,52
3725,0,4004692,44
3789,0,4004584,40
3854,0,4004568,32
3918,0,4004568,32
3982,0,4004568,32
4062,0,4004576,48
4070,0,4004576,48
4078,0,4004576,48
4086,0,4004576,48
4094,0,4004576,48
4102,0,4004576,48
4110,0,4004568,32
4118,0,4004576,48
4126,0,4004596,44
4134,0,4004568,32
4142,0,4004568,32
4150,0,4004568,32
4158,0,4004568,32
4166,0,4004568,32
4174,0,4004596,44
4182,0,4004576,48
4190,0,4004568,32
4198,0,4004576,48
4206,0,4004568,32
4214,0,4004600,40
4222,0,4004812,52
4230,0,4004568,32
4243,0,4004568,32
4260,0,8004568,40
4274,0,4009207,73
