time,stack,heap,heap_extra
0,0,0,0
322,0,472,16
326,0,4568,24
329,0,124568,32
350,0,124576,48
354,0,124568,32
358,0,124568,32
362,0,124568,32
364,0,124568,32
366,0,139568,48
368,0,124580,44
370,0,124688,48
372,0,124576,48
374,0,124624,48
376,0,124568,32
378,0,124684,52
380,0,124568,32
382,0,124568,32
384,0,124568,32
386,0,124568,32
388,0,125040,48
390,0,124568,32
392,0,124568,32
394,0,124580,44
396,0,124576,48
398,0,124568,32
400,0,124568,32
402,0,124568,32
404,0,124568,32
406,0,124580,44
408,0,124568,32
410,0,184568,40
412,0,124568,32
414,0,124576,48
416,0,124576,48
418,0,124580,44
420,0,124584,40
422,0,124568,32
424,0,124580,44
426,0,124600,40
428,0,124584,40
430,0,124576,48
432,0,124584,40
434,0,124624,48
436,0,124576,48
438,0,124568,32
440,0,124576,48
442,0,124576,48
444,0,124568,32
446,0,124576,48
448,0,124568,32
450,0,124568,32
450,0,244568,40
452,0,125100,60
460,0,129196,68
463,0,125100,60
