time,stack,heap,heap_extra
0,0,0,0
319,0,472,16
326,0,1004568,32
471,0,1004576,48
487,0,1020196,44
503,0,1004568,32
519,0,1004584,40
535,0,1004576,48
556,0,1004812,52
572,0,1004580,44
588,0,1004576,48
604,0,1004568,32
629,0,1004576,48
645,0,1004568,32
662,0,1004584,40
675,0,1004628,44
691,0,1004632,40
707,0,1004568,32
723,0,1004576,48
739,0,1004576,48
767,0,1004576,48
786,0,1004600,40
802,0,1004576,48
818,0,1004576,48
834,0,1004568,32
850,0,1004568,32
870,0,1504568,40
896,0,1004576,48
924,0,1004568,32
952,0,1004568,32
980,0,1004600,40
994,0,1004576,48
1008,0,1004568,32
1022,0,1004568,32
1036,0,1004584,40
1050,0,1004584,40
1064,0,1004568,32
1098,0,1004584,40
1112,0,1004568,32
1126,0,1004568,32
1140,0,1004596,44
1154,0,1004568,32
1168,0,1004576,48
1182,0,1004576,48
1196,0,1004632,40
1210,0,1004568,32
1224,0,1004584,40
1238,0,1004584,40
1254,0,2004568,40
1264,0,1009197,67
