time,stack,heap,heap_extra
0,0,0,0
338,0,472,16
345,0,2004568,32
661,0,2004576,48
693,0,2004584,40
749,0,2004568,32
781,0,2004600,40
817,0,2004576,48
859,0,2004568,32
891,0,2004568,32
947,0,2004576,48
979,0,2004568,32
1033,0,2504568,40
1070,0,2004584,40
1126,0,2004576,48
1154,0,2004580,44
1182,0,2004600,40
1231,0,2004568,32
1267,0,2004584,40
1295,0,2004600,40
1323,0,2004576,48
1351,0,2004576,48
1379,0,2004576,48
1421,0,3004568,40
1449,0,2004568,32
1477,0,2004580,44
1505,0,2004568,32
1533,0,2004576,48
1561,0,2004584,40
1589,0,2004568,32
1617,0,2004584,40
1645,0,2004568,32
1673,0,2004576,48
1701,0,2004576,48
1729,0,2004568,32
1757,0,2005056,48
1785,0,2004584,40
1827,0,2004568,32
1897,0,2004584,40
1925,0,2004576,48
1953,0,2004568,32
1981,0,2004580,44
2009,0,2004568,32
2037,0,2004584,40
2065,0,2004568,32
2093,0,2004580,44
2121,0,2004576,48
2149,0,2004568,32
2177,0,2004568,32
2213,0,2004568,32
2223,0,4004568,40
2233,0,2009196,68
