time,stack,heap,heap_extra
0,0,0,0
318,0,472,16
326,0,4004568,32
1035,0,4004576,48
1099,0,4004576,48
1186,0,4004568,32
1232,0,4254568,40
1296,0,4004568,32
1341,0,4004600,40
1405,0,4004600,40
1487,0,4004576,48
1543,0,4004568,32
1606,0,4004584,40
1694,0,4004576,48
1750,0,4004632,40
1793,0,5004568,40
1853,0,4004812,52
1917,0,4004692,44
1981,0,4004576,48
2045,0,4004568,32
2109,0,4004576,48
2197,0,4004576,48
2269,0,4004584,40
2333,0,4004584,40
2397,0,4004584,40
2481,0,4004688,48
2545,0,4004568,32
2590,0,6004568,40
2654,0,4004568,32
2694,0,4004576,48
2758,0,4004584,40
2822,0,4004576,48
2886,0,4004688,48
2950,0,4004600,40
3014,0,4004812,52
3094,0,4004600,40
3158,0,4004584,40
3196,0,4004576,48
3260,0,4004628,44
3352,0,4004568,32
3416,0,4004568,32
3456,0,4004568,32
3600,0,4004628,44
3640,0,4004596,44
3704,0,4004576,48
3768,0,4004568,32
3832,0,4004584,40
3896,0,4004688,48
3960,0,4004576,48
4040,0,4004584,40
4048,0,4004568,32
4056,0,4004568,32
4064,0,4004576,48
4072,0,4004576,48
4080,0,4004584,40
4088,0,4004568,32
4096,0,4004576,48
4104,0,4004576,48
4112,0,4004576,48
4120,0,4004576,48
4128,0,4004580,44
4136,0,4004600,40
4144,0,4004576,48
4152,0,4004568,32
4160,0,4004628,44
4168,0,4004568,32
4176,0,4004576,48
4184,0,4004568,32
4192,0,4004568,32
4200,0,4004584,40
4208,0,4004584,40
4216,0,4004584,40
4224,0,4004600,40
4232,0,4004576,48
4240,0,4004568,32
4256,0,4004568,32
4270,0,8004568,40
4283,0,4009197,67
