time,stack,heap,heap_extra
0,0,0,0
318,0,472,16
326,0,4004568,32
1034,0,4004576,48
1098,0,4004568,32
1145,0,4004576,48
1198,0,4004568,32
1255,0,4254568,40
1319,0,4004812,52
1366,0,4004600,40
1441,0,4504568,40
1505,0,4004568,32
1569,0,4004584,40
1668,0,4004584,40
1732,0,4004568,32
1822,0,5004568,40
1862,0,4004576,48
1926,0,4004576,48
1993,0,4004576,48
2057,0,4004600,40
2121,0,4004576,48
2185,0,4004600,40
2225,0,4004568,32
2296,0,4004584,40
2360,0,4004692,44
2424,0,4004568,32
2513,0,4004688,48
2577,0,4004576,48
2622,0,6004568,40
2686,0,4004688,48
2734,0,4004628,44
2798,0,4004568,32
2862,0,4004568,32
2926,0,4004568,32
2990,0,4004628,44
3054,0,4004568,32
3134,0,4004568,32
3220,0,4004576,48
3284,0,4004568,32
3376,0,4004568,32
3440,0,4004568,32
3480,0,4004568,32
3626,0,4004628,44
3682,0,4004576,48
3746,0,4004568,32
3810,0,4004568,32
3891,0,4004568,32
3955,0,4004584,40
4019,0,4004812,52
4083,0,4004568,32
4091,0,4004568,32
4099,0,4004584,40
4107,0,4004568,32
4115,0,4004600,40
4123,0,4004584,40
4131,0,4004568,32
4139,0,4004580,44
4147,0,4004568,32
4155,0,4004584,40
4163,0,4004580,44
4171,0,4004584,40
4179,0,4004576,48
4187,0,4004568,32
4195,0,4004580,44
4203,0,4004584,40
4211,0,4004584,40
4220,0,4004584,40
4228,0,4004568,32
4236,0,4004568,32
4244,0,4004576,48
4252,0,4004576,48
4260,0,4004584,40
4270,0,4004568,32
4279,0,4004568,32
4294,0,8004568,40
4307,0,4009197,67
