time,stack,heap,heap_extra
0,0,0,0
322,0,472,16
329,0,4004568,32
1042,0,4004576,48
1113,0,4004576,48
1176,0,4004568,32
1271,0,4004576,48
1353,0,4004600,40
1417,0,4004568,32
1509,0,4004568,32
1565,0,4004568,32
1656,0,4004584,40
1712,0,4004576,48
1768,0,4004568,32
1858,0,4004584,40
1914,0,4004568,32
1970,0,4004576,48
2026,0,4004584,40
2082,0,4004812,52
2138,0,4004568,32
2215,0,4004568,32
2290,0,4004584,40
2346,0,4004568,32
2402,0,4004600,40
2502,0,4004688,48
2558,0,4004632,40
2611,0,6004568,40
2667,0,4004576,48
2723,0,4004568,32
2779,0,4004584,40
2835,0,4004576,48
2891,0,4004568,32
2954,0,4004568,32
3010,0,4004596,44
3066,0,4004568,32
3122,0,4004568,32
3213,0,4004576,48
3269,0,4004568,32
3339,0,4004568,32
3392,0,4004568,32
3497,0,4004600,40
3637,0,4004628,44
3693,0,4004568,32
3798,0,4005060,44
3854,0,4004576,48
3910,0,4004584,40
3966,0,4004576,48
4022,0,4004584,40
4078,0,4004568,32
4148,0,4004584,40
4155,0,4004580,44
4162,0,4004568,32
4169,0,4004576,48
4176,0,4004568,32
4183,0,4004568,32
4190,0,4004568,32
4197,0,4004576,48
4204,0,4004568,32
4211,0,4004568,32
4218,0,4004584,40
4225,0,4004568,32
4234,0,4004584,40
4241,0,4004584,40
4248,0,4004568,32
4255,0,4004600,40
4262,0,4004568,32
4269,0,4004580,44
4276,0,4004568,32
4284,0,4004568,32
4293,0,4004568,32
4310,0,8004568,40
4317,0,4005111,65
4326,0,4009207,73
