time,stack,heap,heap_extra
0,0,0,0
321,0,472,16
328,0,404568,32
402,0,404576,48
410,0,404568,32
418,0,404580,44
422,0,405352,40
426,0,404576,48
430,0,429568,48
434,0,404576,48
438,0,404580,44
442,0,404568,32
446,0,404568,32
450,0,404668,52
454,0,404568,32
458,0,404568,32
462,0,404568,32
466,0,404568,32
470,0,404568,32
474,0,404568,32
478,0,404580,44
485,0,404568,32
489,0,504568,40
493,0,404580,44
497,0,404592,48
501,0,404584,40
505,0,404576,48
509,0,404568,32
513,0,404592,48
517,0,404568,32
521,0,404580,44
525,0,404576,48
532,0,404592,48
536,0,404568,32
540,0,404616,40
544,0,404592,48
548,0,404568,32
552,0,404568,32
556,0,404592,48
560,0,604568,40
564,0,404592,48
568,0,404568,32
572,0,404568,32
576,0,404592,48
580,0,404568,32
584,0,404576,48
588,0,404568,32
592,0,404568,32
596,0,404568,32
600,0,404568,32
604,0,404576,48
608,0,404576,48
612,0,404568,32
616,0,404568,32
620,0,404568,32
624,0,404576,48
628,0,404568,32
632,0,404580,44
636,0,404760,40
640,0,404568,32
644,0,404616,40
648,0,404576,48
652,0,404616,40
656,0,404592,48
660,0,404580,44
664,0,404568,32
668,0,404576,48
672,0,404592,48
676,0,404568,32
680,0,404580,44
684,0,404568,32
688,0,404568,32
702,0,404580,44
706,0,404580,44
710,0,804568,40
720,0,409196,68
724,0,404628,44
