time,stack,heap,heap_extra
0,0,0,0
318,0,472,16
325,0,404568,32
397,0,404576,48
405,0,404568,32
413,0,405348,44
417,0,404568,32
421,0,404568,32
425,0,404568,32
429,0,404568,32
433,0,404568,32
437,0,404592,48
441,0,404568,32
445,0,404592,48
449,0,404580,44
453,0,404568,32
457,0,404580,44
461,0,404568,32
465,0,404616,40
469,0,404568,32
473,0,404616,40
480,0,404580,44
484,0,504568,40
488,0,404568,32
492,0,404596,44
496,0,404580,44
500,0,404616,40
504,0,404568,32
508,0,404568,32
512,0,404568,32
516,0,404568,32
520,0,404592,48
524,0,404568,32
528,0,404580,44
532,0,404576,48
536,0,404576,48
540,0,404568,32
544,0,404580,44
551,0,404592,48
554,0,604568,40
558,0,404576,48
562,0,404568,32
566,0,404576,48
570,0,404568,32
574,0,404580,44
578,0,404580,44
582,0,404568,32
586,0,404580,44
590,0,404764,52
596,0,404568,32
599,0,404568,32
602,0,404576,48
605,0,404568,32
608,0,404592,48
611,0,404568,32
614,0,404568,32
617,0,404592,48
620,0,404568,32
623,0,404568,32
626,0,404580,44
629,0,404576,48
632,0,404576,48
635,0,404568,32
638,0,404576,48
641,0,404592,48
644,0,404580,44
647,0,404576,48
650,0,404568,32
653,0,404568,32
656,0,404568,32
659,0,404568,32
662,0,404568,32
665,0,404764,52
668,0,404576,48
671,0,404592,48
674,0,404576,48
677,0,404568,32
680,0,404580,44
683,0,404568,32
686,0,404576,48
701,0,404580,44
704,0,404580,44
707,0,404568,32
708,0,804568,40
719,0,409206,74
722,0,405110,66
