time,stack,heap,heap_extra
0,0,0,0
319,0,472,16
327,0,404568,32
400,0,404576,48
408,0,404576,48
416,0,404568,32
424,0,404592,48
432,0,404568,32
440,0,404568,32
448,0,404568,32
456,0,404620,52
464,0,404580,44
472,0,404580,44
476,0,404568,32
483,0,404576,48
491,0,404568,32
499,0,404568,32
507,0,404592,48
515,0,404616,40
523,0,404956,52
527,0,404576,48
531,0,404568,32
535,0,404568,32
539,0,404616,40
543,0,404576,48
547,0,404568,32
551,0,404580,44
557,0,404592,48
561,0,604568,40
565,0,404568,32
569,0,404568,32
573,0,404568,32
577,0,404580,44
581,0,404568,32
585,0,404568,32
592,0,404576,48
596,0,404568,32
600,0,404576,48
604,0,404576,48
608,0,404592,48
612,0,404568,32
616,0,404580,44
620,0,404592,48
624,0,404568,32
628,0,404568,32
632,0,404580,44
636,0,404576,48
640,0,404576,48
644,0,404592,48
650,0,404568,32
654,0,404616,40
658,0,404580,44
662,0,404568,32
666,0,404568,32
670,0,404580,44
674,0,404568,32
678,0,404576,48
682,0,404568,32
686,0,404568,32
690,0,404664,40
694,0,404580,44
710,0,404580,44
714,0,404580,44
717,0,804568,40
727,0,409196,68
731,0,404628,44
