time,stack,heap,heap_extra
0,0,0,0
319,0,472,16
323,0,4568,24
326,0,244568,32
370,0,244576,48
374,0,245036,52
378,0,244576,48
380,0,244568,32
382,0,244596,44
384,0,244568,32
386,0,244568,32
388,0,244568,32
390,0,244568,32
392,0,244624,48
394,0,244600,40
396,0,244568,32
398,0,244568,32
400,0,244576,48
402,0,244576,48
404,0,244576,48
406,0,244576,48
408,0,244568,32
410,0,244584,40
412,0,244568,32
414,0,244576,48
416,0,244568,32
418,0,244568,32
420,0,244576,48
422,0,244584,40
424,0,244580,44
426,0,244568,32
429,0,304568,40
431,0,244568,32
433,0,244596,44
435,0,244568,32
437,0,244576,48
439,0,244584,40
441,0,244568,32
443,0,244596,44
445,0,244568,32
447,0,244600,40
449,0,244568,32
451,0,244628,44
453,0,244576,48
455,0,244576,48
457,0,244584,40
459,0,244576,48
461,0,244596,44
463,0,244584,40
465,0,244596,44
467,0,244576,48
469,0,244568,32
470,0,364568,40
472,0,244568,32
474,0,244584,40
476,0,244568,32
478,0,244576,48
480,0,244568,32
482,0,245036,52
484,0,244576,48
486,0,244576,48
488,0,244568,32
490,0,244568,32
492,0,244576,48
494,0,244596,44
496,0,244576,48
498,0,244568,32
500,0,244576,48
502,0,244568,32
504,0,244600,40
506,0,244600,40
508,0,244568,32
510,0,244568,32
512,0,244580,44
514,0,244584,40
516,0,244568,32
518,0,244580,44
520,0,244580,44
526,0,244684,52
528,0,244576,48
530,0,244568,32
532,0,244628,44
534,0,244576,48
536,0,244568,32
538,0,244576,48
540,0,244576,48
542,0,244580,44
544,0,244576,48
546,0,244576,48
548,0,244568,32
550,0,244576,48
552,0,244568,32
554,0,244568,32
556,0,484568,40
558,0,245108,68
566,0,249204,76
569,0,245108,68
