time,stack,heap,heap_extra
0,0,0,0
319,0,472,16
326,0,4004568,32
1030,0,4004576,48
1119,0,4004580,44
1216,0,4004576,48
1274,0,4004628,44
1346,0,4004568,32
1396,0,4004580,44
1460,0,4004584,40
1558,0,4004568,32
1628,0,4004568,32
1721,0,4004576,48
1777,0,4004600,40
1866,0,4004568,32
1922,0,4004628,44
1993,0,4004576,48
2049,0,4004584,40
2105,0,4004576,48
2161,0,4004576,48
2224,0,4004576,48
2291,0,4004584,40
2347,0,4004596,44
2403,0,4004568,32
2498,0,4004688,48
2601,0,6004568,40
2657,0,4004600,40
2713,0,4004576,48
2769,0,4004628,44
2825,0,4004576,48
2881,0,4004584,40
2979,0,4004568,32
3035,0,4004584,40
3091,0,4004584,40
3147,0,4004576,48
3209,0,4004576,48
3265,0,4004568,32
3335,0,4004576,48
3420,0,4004568,32
3476,0,4004576,48
3623,0,4004628,44
3679,0,4004584,40
3735,0,4004584,40
3826,0,4004568,32
3890,0,4004568,32
3946,0,4004568,32
4002,0,4004568,32
4058,0,4004568,32
4114,0,4004568,32
4177,0,4004576,48
4184,0,4004568,32
4191,0,4004600,40
4198,0,4004576,48
4205,0,4004568,32
4212,0,4004568,32
4219,0,4004568,32
4226,0,4004584,40
4233,0,4004576,48
4240,0,4004584,40
4247,0,4004568,32
4254,0,4004584,40
4261,0,4004576,48
4268,0,4004568,32
4276,0,4004568,32
4285,0,4004568,32
4302,0,8004568,40
4316,0,4009207,73
