time,stack,heap,heap_extra
0,0,0,0
325,0,472,16
329,0,4568,24
332,0,244568,32
376,0,244576,48
380,0,244568,32
384,0,244568,32
386,0,244568,32
388,0,244596,44
390,0,244624,48
392,0,259568,48
394,0,244576,48
396,0,244568,32
398,0,244568,32
400,0,244568,32
402,0,244568,32
404,0,244568,32
406,0,244576,48
408,0,244568,32
410,0,244568,32
412,0,244568,32
414,0,244568,32
416,0,244568,32
418,0,244600,40
420,0,244568,32
422,0,244576,48
424,0,244584,40
426,0,244568,32
428,0,244568,32
430,0,244584,40
432,0,244568,32
434,0,244584,40
436,0,304568,40
438,0,244580,44
440,0,244568,32
442,0,244576,48
444,0,244580,44
446,0,244568,32
448,0,244568,32
450,0,244568,32
452,0,244568,32
454,0,244568,32
456,0,244568,32
458,0,244568,32
461,0,244568,32
463,0,244576,48
465,0,244596,44
467,0,244580,44
469,0,244580,44
471,0,244580,44
473,0,244600,40
475,0,244568,32
477,0,244568,32
478,0,364568,40
480,0,244684,52
482,0,244576,48
484,0,244576,48
486,0,244596,44
488,0,244624,48
490,0,244568,32
492,0,244568,32
494,0,244576,48
496,0,244568,32
498,0,244584,40
500,0,244576,48
502,0,244684,52
504,0,244584,40
506,0,244576,48
508,0,244568,32
510,0,244568,32
512,0,244576,48
514,0,244568,32
516,0,244576,48
518,0,244568,32
520,0,244568,32
522,0,244584,40
524,0,244568,32
526,0,244628,44
528,0,244568,32
534,0,244684,52
536,0,244568,32
538,0,244584,40
540,0,244568,32
542,0,244568,32
544,0,244568,32
546,0,244568,32
548,0,244568,32
550,0,244568,32
552,0,244576,48
554,0,244576,48
556,0,244568,32
558,0,244580,44
560,0,244584,40
562,0,244568,32
563,0,484568,40
565,0,245099,61
573,0,249195,69
576,0,245099,61
