time,stack,heap,heap_extra
0,0,0,0
327,0,472,16
333,0,4568,24
337,0,404568,32
415,0,404576,48
423,0,404568,32
431,0,404568,32
435,0,404580,44
439,0,404592,48
443,0,429568,48
447,0,404568,32
451,0,407692,52
455,0,404580,44
459,0,404576,48
463,0,404568,32
467,0,404568,32
471,0,404576,48
475,0,404568,32
479,0,404568,32
483,0,404568,32
487,0,404568,32
491,0,404580,44
498,0,404592,48
502,0,504568,40
506,0,404592,48
510,0,404568,32
514,0,404596,44
518,0,404576,48
522,0,404568,32
526,0,404568,32
530,0,404596,44
534,0,404568,32
538,0,404580,44
545,0,404592,48
549,0,404580,44
553,0,404580,44
557,0,404616,40
561,0,404568,32
565,0,404616,40
571,0,404592,48
574,0,604568,40
578,0,404568,32
582,0,404576,48
586,0,404576,48
590,0,404616,40
594,0,404568,32
598,0,404596,44
605,0,404576,48
609,0,404568,32
615,0,404616,40
618,0,404576,48
621,0,404568,32
624,0,404576,48
627,0,404596,44
630,0,404592,48
633,0,404568,32
636,0,404592,48
639,0,404568,32
642,0,404568,32
645,0,404568,32
648,0,404568,32
651,0,404580,44
654,0,404592,48
657,0,404580,44
660,0,404568,32
663,0,404592,48
666,0,404576,48
669,0,404592,48
672,0,404592,48
675,0,404592,48
678,0,404580,44
681,0,404580,44
684,0,404576,48
687,0,404576,48
690,0,404580,44
693,0,404580,44
696,0,404580,44
699,0,404568,32
702,0,404576,48
716,0,404580,44
719,0,404568,32
722,0,404568,32
724,0,804568,40
737,0,409196,68
740,0,405100,60
