time,stack,heap,heap_extra
0,0,0,0
321,0,472,16
329,0,1004568,32
508,0,1004576,48
524,0,1004568,32
532,0,1004568,32
540,0,1004568,32
548,0,1004568,32
556,0,1004584,40
564,0,1004600,40
572,0,1004568,32
580,0,1004568,32
595,0,1004596,44
603,0,1004568,32
612,0,1129568,48
620,0,1004568,32
628,0,1004576,48
636,0,1004576,48
644,0,1004576,48
652,0,1004568,32
664,0,1004576,48
672,0,1004692,44
680,0,1004576,48
688,0,1004576,48
699,0,1254568,40
707,0,1004596,44
715,0,1004688,48
723,0,1004584,40
731,0,1004600,40
739,0,1004584,40
747,0,1004568,32
755,0,1004568,32
763,0,1004568,32
771,0,1004568,32
779,0,1004568,32
791,0,1004576,48
806,0,1004600,40
814,0,1004568,32
822,0,1004600,40
830,0,1004584,40
838,0,1004576,48
846,0,1004576,48
854,0,1004584,40
862,0,1004584,40
877,0,1504568,40
885,0,1004584,40
893,0,1004576,48
901,0,1004576,48
909,0,1004600,40
917,0,1004576,48
925,0,1004576,48
933,0,1004568,32
941,0,1004584,40
949,0,1004600,40
957,0,1004628,44
965,0,1004584,40
973,0,1004576,48
981,0,1004568,32
989,0,1004568,32
997,0,1004568,32
1005,0,1004576,48
1013,0,1004576,48
1021,0,1004568,32
1029,0,1004576,48
1037,0,1004568,32
1045,0,1004576,48
1053,0,1004568,32
1061,0,1004576,48
1069,0,1004584,40
1099,0,1004584,40
1107,0,1004584,40
1115,0,1004576,48
1123,0,1004584,40
1131,0,1004692,44
1139,0,1004568,32
1147,0,1004596,44
1155,0,1004584,40
1163,0,1005056,48
1171,0,1004568,32
1179,0,1004568,32
1187,0,1004576,48
1195,0,1004576,48
1203,0,1004600,40
1211,0,1004688,48
1219,0,1004568,32
1227,0,1004568,32
1235,0,1004576,48
1243,0,1004568,32
1246,0,2004568,40
1257,0,1009194,70
