time,stack,heap,heap_extra
0,0,0,0
319,0,472,16
326,0,4004568,32
1035,0,4004576,48
1123,0,4004568,32
1192,0,4004576,48
1294,0,4004584,40
1404,0,4004580,44
1490,0,4004584,40
1546,0,4004584,40
1602,0,4004584,40
1669,0,4004628,44
1725,0,4004692,44
1789,0,5004568,40
1845,0,4004568,32
1901,0,4004576,48
1965,0,4004576,48
2021,0,4004568,32
2077,0,4004568,32
2133,0,4004584,40
2203,0,4004568,32
2271,0,4004584,40
2327,0,4004576,48
2383,0,4004584,40
2483,0,4004688,48
2539,0,4004568,32
2593,0,6004568,40
2649,0,4005056,48
2705,0,4004584,40
2761,0,4004576,48
2817,0,4004688,48
2873,0,4004576,48
2950,0,4004576,48
3049,0,4004576,48
3105,0,4004568,32
3182,0,4004580,44
3238,0,4004600,40
3308,0,4004576,48
3407,0,4004576,48
3463,0,4004576,48
3602,0,4004628,44
3658,0,4004628,44
3714,0,4004576,48
3791,0,4004576,48
3847,0,4004568,32
3903,0,4004568,32
3959,0,4004568,32
4015,0,4006520,40
4071,0,4004568,32
4141,0,4004584,40
4148,0,4004600,40
4155,0,4004576,48
4162,0,4004628,44
4169,0,4004576,48
4176,0,4004576,48
4183,0,4004576,48
4190,0,4004568,32
4198,0,4004584,40
4205,0,4004576,48
4212,0,4004568,32
4219,0,4004568,32
4226,0,4004812,52
4233,0,4004576,48
4240,0,4004568,32
4247,0,4004568,32
4261,0,4004568,32
4275,0,8004568,40
4289,0,4009197,67
