time,stack,heap,heap_extra
0,0,0,0
319,0,472,16
327,0,4004568,32
1041,0,4004576,48
1105,0,4004576,48
1172,0,4129568,48
1261,0,4254568,40
1325,0,4004576,48
1371,0,4004600,40
1447,0,4504568,40
1511,0,4004596,44
1575,0,4004576,48
1639,0,4004568,32
1672,0,4004584,40
1736,0,4004576,48
1800,0,4004584,40
1894,0,4004568,32
1958,0,4004584,40
1991,0,4004576,48
2055,0,4004584,40
2119,0,4004568,32
2183,0,4004584,40
2278,0,4004584,40
2318,0,4004568,32
2382,0,4004632,40
2446,0,4004576,48
2510,0,4004576,48
2588,0,6004568,40
2652,0,4004596,44
2716,0,4004568,32
2780,0,4004568,32
2844,0,4004568,32
2908,0,4004692,44
2972,0,4004568,32
3036,0,4004568,32
3116,0,4004568,32
3162,0,4004576,48
3226,0,4004568,32
3307,0,4004568,32
3371,0,4004568,32
3411,0,4005060,44
3548,0,4004628,44
3612,0,4004568,32
3652,0,4004568,32
3716,0,4004576,48
3780,0,4004576,48
3844,0,4004576,48
3908,0,4004576,48
3972,0,4004568,32
4052,0,4004688,48
4060,0,4004600,40
4068,0,4004576,48
4076,0,4004568,32
4084,0,4004568,32
4092,0,4004584,40
4100,0,4004568,32
4108,0,4004568,32
4116,0,4004576,48
4124,0,4004568,32
4132,0,4004568,32
4140,0,4004576,48
4148,0,4004600,40
4156,0,4004568,32
4165,0,4004568,32
4179,0,8004568,40
4193,0,4009204,76
