time,stack,heap,heap_extra
0,0,0,0
319,0,472,16
326,0,2004568,32
677,0,2004576,48
709,0,2004576,48
738,0,2067068,52
765,0,2004576,48
797,0,2004576,48
813,0,2004584,40
833,0,2004576,48
849,0,2004596,44
875,0,2004576,48
907,0,2004568,32
923,0,2004576,48
939,0,2004568,32
955,0,2004568,32
978,0,2004600,40
994,0,2004576,48
1010,0,2004568,32
1026,0,2004568,32
1048,0,2504568,40
1064,0,2004576,48
1084,0,2004568,32
1112,0,2004584,40
1140,0,2004568,32
1168,0,2004576,48
1196,0,2004568,32
1224,0,2004584,40
1238,0,2004576,48
1272,0,2004584,40
1300,0,2004576,48
1328,0,2004576,48
1356,0,2004584,40
1384,0,2004568,32
1398,0,2004584,40
1420,0,3004568,40
1448,0,2004576,48
1476,0,2004596,44
1504,0,2004580,44
1532,0,2004584,40
1560,0,2004576,48
1588,0,2004568,32
1616,0,2004584,40
1644,0,2004628,44
1672,0,2004596,44
1700,0,2004584,40
1728,0,2004568,32
1756,0,2004568,32
1784,0,2004568,32
1812,0,2004568,32
1819,0,2004576,48
1888,0,2004584,40
1895,0,2004568,32
1902,0,2004568,32
1909,0,2004576,48
1916,0,2004568,32
1923,0,2004584,40
1930,0,2004576,48
1937,0,2005056,48
1944,0,2004568,32
1951,0,2004568,32
1958,0,2004632,40
1965,0,2004568,32
1972,0,2004584,40
1979,0,2004576,48
1986,0,2004584,40
1993,0,2004584,40
2000,0,2004628,44
2007,0,2004568,32
2014,0,2004576,48
2021,0,2004576,48
2028,0,2004584,40
2035,0,2004576,48
2042,0,2004576,48
2049,0,2004568,32
2056,0,2004568,32
2063,0,2004568,32
2070,0,2004568,32
2077,0,2004568,32
2084,0,2004576,48
2091,0,2004688,48
2098,0,2004688,48
2105,0,2004568,32
2112,0,2004568,32
2119,0,2004568,32
2126,0,2004812,52
2133,0,2004568,32
2140,0,2004584,40
2147,0,2004568,32
2154,0,2004576,48
2161,0,2004584,40
2168,0,2004628,44
2175,0,2004568,32
2182,0,2004576,48
2189,0,2004596,44
2196,0,2004568,32
2205,0,4004568,40
2217,0,2009206,74
