time,stack,heap,heap_extra
0,0,0,0
324,0,472,16
331,0,2004568,32
683,0,2004576,48
715,0,2004596,44
747,0,2004568,32
770,0,2004596,44
795,0,2004584,40
811,0,2004576,48
840,0,2004576,48
856,0,2004576,48
882,0,2004568,32
914,0,2004568,32
946,0,2004576,48
970,0,2004568,32
1002,0,2004568,32
1018,0,2004600,40
1034,0,2004584,40
1050,0,2004576,48
1066,0,2004576,48
1082,0,2004568,32
1108,0,2004568,32
1136,0,2004576,48
1164,0,2004568,32
1192,0,2004576,48
1220,0,2004568,32
1234,0,2004568,32
1255,0,2004576,48
1289,0,2004584,40
1317,0,2004568,32
1345,0,2004596,44
1373,0,2004576,48
1401,0,2004568,32
1415,0,2004576,48
1437,0,3004568,40
1451,0,2004568,32
1472,0,2004600,40
1500,0,2004568,32
1528,0,2004584,40
1556,0,2004576,48
1584,0,2004568,32
1608,0,2004576,48
1636,0,2004568,32
1664,0,2004584,40
1692,0,2004584,40
1720,0,2004568,32
1748,0,2004596,44
1776,0,2004584,40
1804,0,2004568,32
1825,0,2004584,40
1832,0,2004576,48
1906,0,2004584,40
1913,0,2004576,48
1920,0,2004576,48
1927,0,2004568,32
1934,0,2004580,44
1941,0,2004568,32
1948,0,2004568,32
1955,0,2004576,48
1962,0,2004600,40
1969,0,2004568,32
1976,0,2004568,32
1983,0,2004576,48
1990,0,2004576,48
1997,0,2004596,44
2004,0,2004576,48
2011,0,2004576,48
2018,0,2004576,48
2025,0,2004568,32
2032,0,2004576,48
2039,0,2004584,40
2046,0,2004576,48
2053,0,2004584,40
2060,0,2004580,44
2067,0,2004576,48
2074,0,2004568,32
2081,0,2004576,48
2088,0,2004568,32
2095,0,2004692,44
2102,0,2004568,32
2109,0,2004568,32
2116,0,2004576,48
2123,0,2004576,48
2130,0,2004568,32
2137,0,2004576,48
2144,0,2004576,48
2151,0,2004568,32
2158,0,2004596,44
2165,0,2004568,32
2172,0,2004568,32
2179,0,2004568,32
2186,0,2004576,48
2193,0,2004576,48
2200,0,2004568,32
2207,0,2004576,48
2214,0,2004568,32
2219,0,4004568,40
2232,0,2009203,77
