time,stack,heap,heap_extra
0,0,0,0
318,0,472,16
326,0,404568,32
399,0,404576,48
407,0,404568,32
415,0,404568,32
419,0,404668,52
423,0,404568,32
427,0,429568,48
431,0,404568,32
435,0,404580,44
439,0,406128,48
443,0,404580,44
447,0,404760,40
451,0,404576,48
455,0,404576,48
459,0,404568,32
463,0,404576,48
467,0,404580,44
471,0,404592,48
475,0,404568,32
479,0,404568,32
483,0,404580,44
487,0,404568,32
492,0,404568,32
496,0,404568,32
500,0,404568,32
504,0,404580,44
508,0,404568,32
512,0,404576,48
516,0,404568,32
520,0,404568,32
524,0,404568,32
528,0,404584,40
532,0,404568,32
536,0,404592,48
540,0,404576,48
544,0,404576,48
548,0,404576,48
554,0,404592,48
558,0,604568,40
562,0,404568,32
566,0,404584,40
570,0,404576,48
574,0,404616,40
578,0,404568,32
582,0,404568,32
586,0,404568,32
590,0,404568,32
596,0,404576,48
600,0,404592,48
604,0,404576,48
608,0,404592,48
612,0,404616,40
616,0,404664,40
620,0,404568,32
624,0,404568,32
628,0,404580,44
632,0,404576,48
636,0,404568,32
640,0,404616,40
644,0,404568,32
648,0,404568,32
652,0,404576,48
656,0,404576,48
660,0,404568,32
664,0,404576,48
668,0,404576,48
672,0,404568,32
676,0,404580,44
680,0,404576,48
684,0,404568,32
702,0,404580,44
706,0,404568,32
709,0,804568,40
719,0,409196,68
723,0,404628,44
