time,stack,heap,heap_extra
0,0,0,0
324,0,472,16
328,0,4568,24
331,0,244568,32
370,0,244576,48
374,0,244568,32
378,0,244568,32
380,0,244568,32
382,0,244568,32
384,0,244568,32
386,0,259568,48
388,0,244568,32
390,0,244596,44
392,0,244568,32
394,0,244596,44
396,0,244568,32
398,0,244568,32
400,0,244568,32
402,0,244600,40
404,0,244568,32
406,0,274568,40
408,0,244580,44
410,0,244624,48
412,0,244568,32
414,0,244584,40
416,0,244576,48
418,0,244568,32
420,0,244568,32
422,0,244596,44
424,0,244804,44
426,0,244584,40
428,0,244684,52
430,0,304568,40
432,0,244568,32
434,0,244584,40
436,0,244568,32
438,0,244584,40
440,0,244600,40
442,0,244568,32
444,0,244568,32
446,0,244568,32
448,0,244576,48
450,0,244596,44
452,0,244580,44
455,0,244584,40
457,0,244576,48
459,0,244596,44
461,0,244584,40
463,0,244568,32
465,0,244568,32
467,0,244628,44
469,0,244568,32
471,0,244576,48
472,0,364568,40
474,0,244584,40
476,0,244576,48
478,0,244568,32
480,0,244568,32
482,0,244568,32
484,0,244584,40
486,0,244568,32
488,0,244580,44
490,0,244568,32
492,0,244576,48
494,0,244584,40
496,0,244576,48
498,0,244568,32
500,0,244568,32
502,0,244580,44
504,0,244580,44
506,0,244584,40
508,0,244576,48
510,0,244568,32
512,0,244576,48
514,0,244568,32
516,0,244568,32
518,0,244584,40
520,0,244568,32
522,0,244596,44
527,0,244684,52
529,0,244568,32
531,0,244576,48
533,0,244568,32
535,0,244568,32
537,0,244568,32
539,0,244628,44
541,0,244568,32
543,0,244576,48
545,0,244568,32
547,0,244568,32
549,0,244584,40
551,0,244580,44
553,0,244568,32
555,0,244568,32
557,0,484568,40
559,0,245100,60
567,0,249196,68
570,0,245100,60
