time,stack,heap,heap_extra
0,0,0,0
322,0,472,16
330,0,3004568,32
778,0,3004576,48
842,0,3004568,32
889,0,3004580,44
946,0,3004568,32
1010,0,3004616,40
1042,0,3004592,48
1086,0,3004576,48
1150,0,3004568,32
1186,0,3004568,32
1243,0,3004576,48
1307,0,3004568,32
1362,0,3004568,32
1395,0,3004580,44
1459,0,3004580,44
1523,0,3004580,44
1555,0,3004576,48
1611,0,3004616,40
1675,0,3004576,48
1739,0,3004568,32
1803,0,3004588,52
1867,0,3004588,52
1910,0,4504568,40
1958,0,3004576,48
2027,0,3004576,48
2091,0,3004580,44
2155,0,3004576,48
2187,0,3004576,48
2240,0,3004616,40
2272,0,3004568,32
2304,0,3004580,44
2336,0,3004580,44
2368,0,3004580,44
2400,0,3004576,48
2432,0,3004568,32
2480,0,3004660,44
2522,0,3004568,32
2554,0,3004612,44
2586,0,3004576,48
2618,0,3004568,32
2650,0,3004616,40
2682,0,3004592,48
2714,0,3004576,48
2746,0,3004568,32
2778,0,3004568,32
2810,0,3004660,44
2842,0,3004576,48
2882,0,3004568,32
2890,0,3004660,44
2898,0,3004576,48
2906,0,3004568,32
2914,0,3004580,44
2930,0,3004576,48
2938,0,3004580,44
2946,0,3004568,32
2954,0,3004588,52
2962,0,3004576,48
2970,0,3004568,32
2978,0,3004580,44
2986,0,3004576,48
2994,0,3004576,48
3002,0,3004580,44
3010,0,3004660,44
3018,0,3004612,44
3026,0,3004568,32
3034,0,3004576,48
3042,0,3004592,48
3050,0,3004576,48
3058,0,3004568,32
3066,0,3004568,32
3074,0,3004568,32
3082,0,3004568,32
3102,0,6004568,40
3114,0,3009197,67
