time,stack,heap,heap_extra
0,0,0,0
322,0,472,16
329,0,4004568,32
1040,0,4004576,48
1104,0,4004600,40
1198,0,4004576,48
1262,0,4004584,40
1347,0,4004600,40
1411,0,4004568,32
1503,0,4004568,32
1559,0,4004568,32
1645,0,4004584,40
1701,0,4004576,48
1757,0,4004584,40
1846,0,4004568,32
1902,0,4004576,48
1966,0,4004576,48
2022,0,4004568,32
2078,0,4004568,32
2134,0,4004576,48
2190,0,4004576,48
2258,0,4004584,40
2314,0,4004568,32
2370,0,4004568,32
2467,0,4004688,48
2569,0,6004568,40
2674,0,4004568,32
2730,0,4004596,44
2786,0,4004576,48
2842,0,4004584,40
2898,0,4004568,32
2968,0,4004576,48
3018,0,4004584,40
3074,0,4004568,32
3150,0,4004576,48
3206,0,4004632,40
3297,0,4004568,32
3353,0,4004584,40
3402,0,4004576,48
3541,0,4004628,44
3597,0,4004568,32
3653,0,4004576,48
3709,0,4004568,32
3779,0,4004576,48
3835,0,4004576,48
3891,0,4004568,32
3947,0,4004576,48
4003,0,4004576,48
4059,0,4004584,40
4130,0,4004576,48
4137,0,4004580,44
4144,0,4004576,48
4151,0,4004568,32
4158,0,4004576,48
4166,0,4004568,32
4183,0,8004568,40
4196,0,4009204,76
