time,stack,heap,heap_extra
0,0,0,0
322,0,472,16
330,0,2004568,32
646,0,2004576,48
678,0,2004576,48
710,0,2004628,44
726,0,2004568,32
751,0,2129568,48
778,0,2004576,48
805,0,2004576,48
821,0,2004576,48
847,0,2004568,32
879,0,2004568,32
911,0,2004584,40
927,0,2004576,48
950,0,2004600,40
982,0,2004576,48
998,0,2004568,32
1023,0,2504568,40
1055,0,2004584,40
1087,0,2004568,32
1119,0,2004568,32
1151,0,2004568,32
1183,0,2004568,32
1199,0,2004568,32
1223,0,2004584,40
1254,0,2004584,40
1286,0,2004628,44
1318,0,2004576,48
1350,0,2004576,48
1382,0,2004576,48
1409,0,3004568,40
1441,0,2004568,32
1473,0,2004568,32
1505,0,2004580,44
1537,0,2004568,32
1569,0,2004568,32
1601,0,2004568,32
1633,0,2004568,32
1665,0,2004580,44
1697,0,2004568,32
1729,0,2004580,44
1745,0,2004568,32
1770,0,2004568,32
1802,0,2004576,48
1818,0,2004568,32
1887,0,2004584,40
1903,0,2004600,40
1919,0,2004576,48
1935,0,2004600,40
1943,0,2004576,48
1951,0,2004568,32
1959,0,2004576,48
1967,0,2004576,48
1975,0,2004600,40
1983,0,2004576,48
1991,0,2004576,48
1999,0,2004576,48
2007,0,2004568,32
2015,0,2004568,32
2023,0,2004576,48
2031,0,2005056,48
2039,0,2004632,40
2047,0,2004568,32
2055,0,2004584,40
2063,0,2004584,40
2071,0,2004568,32
2079,0,2004576,48
2087,0,2004584,40
2095,0,2004576,48
2103,0,2004576,48
2111,0,2004568,32
2119,0,2004576,48
2127,0,2004568,32
2135,0,2004596,44
2143,0,2004576,48
2151,0,2004580,44
2159,0,2004576,48
2167,0,2004568,32
2175,0,2004568,32
2183,0,2004576,48
2191,0,2004568,32
2200,0,2004568,32
2212,0,4004568,40
2223,0,2009196,68
