time,stack,heap,heap_extra
0,0,0,0
322,0,472,16
330,0,2004568,32
667,0,2004576,48
699,0,2004600,40
728,0,2067068,52
744,0,2004576,48
761,0,2004568,32
786,0,2004568,32
802,0,2004568,32
822,0,2004576,48
854,0,2004584,40
886,0,2004576,48
918,0,2004584,40
934,0,2004568,32
965,0,2004600,40
997,0,2004576,48
1013,0,2004584,40
1036,0,2504568,40
1052,0,2004576,48
1077,0,2004568,32
1109,0,2004568,32
1141,0,2004568,32
1173,0,2004576,48
1205,0,2004576,48
1229,0,2004576,48
1264,0,2004584,40
1296,0,2004628,44
1328,0,2004576,48
1360,0,2004576,48
1392,0,2004576,48
1412,0,3004568,40
1444,0,2004568,32
1476,0,2004576,48
1500,0,2004568,32
1532,0,2004568,32
1564,0,2012380,52
1581,0,2004576,48
1613,0,2004576,48
1645,0,2004576,48
1677,0,2004576,48
1709,0,2004584,40
1741,0,2004584,40
1773,0,2004576,48
1805,0,2004568,32
1873,0,2004584,40
1905,0,2004576,48
1921,0,2004584,40
1937,0,2004568,32
1961,0,2004568,32
1969,0,2004568,32
1977,0,2004576,48
1985,0,2004812,52
1993,0,2004576,48
2001,0,2004632,40
2009,0,2004568,32
2017,0,2004576,48
2025,0,2004568,32
2033,0,2004568,32
2041,0,2004628,44
2049,0,2004568,32
2057,0,2004576,48
2065,0,2004568,32
2073,0,2004568,32
2081,0,2004576,48
2089,0,2004576,48
2097,0,2004568,32
2105,0,2004568,32
2113,0,2004568,32
2121,0,2004580,44
2129,0,2004568,32
2137,0,2004576,48
2145,0,2004568,32
2153,0,2004576,48
2161,0,2004568,32
2169,0,2004568,32
2177,0,2004568,32
2185,0,2004568,32
2197,0,4004568,40
2209,0,2009194,70
