time,stack,heap,heap_extra
0,0,0,0
322,0,472,16
329,0,3004568,32
799,0,3004576,48
863,0,3004568,32
911,0,3004612,44
955,0,3004576,48
987,0,3004580,44
1019,0,3004568,32
1051,0,3004568,32
1090,0,3004576,48
1152,0,3004588,52
1184,0,3004576,48
1232,0,3004568,32
1288,0,3004568,32
1316,0,3004568,32
1364,0,3004568,32
1427,0,3004580,44
1483,0,3004568,32
1539,0,3004580,44
1595,0,3004580,44
1651,0,3004576,48
1679,0,3004580,44
1717,0,3004612,44
1773,0,3004568,32
1829,0,3004568,32
1857,0,3004936,40
1910,0,4504568,40
1959,0,3004580,44
2025,0,3004576,48
2081,0,3004576,48
2137,0,3004576,48
2193,0,3004568,32
2250,0,3004616,40
2306,0,3004580,44
2348,0,3004580,44
2404,0,3004612,44
2460,0,3004592,48
2516,0,3006036,44
2572,0,3004568,32
2628,0,3004592,48
2656,0,3004568,32
2698,0,3004568,32
2754,0,3004576,48
2804,0,3004576,48
2860,0,3004568,32
2888,0,3004568,32
2936,0,3004576,48
2992,0,3004568,32
3055,0,3004576,48
3062,0,3004576,48
3069,0,3004568,32
3076,0,3004568,32
3083,0,3004580,44
3090,0,3004568,32
3103,0,3004568,32
3116,0,6004568,40
3129,0,3009196,68
