time,stack,heap,heap_extra
0,0,0,0
321,0,472,16
328,0,4004568,32
1036,0,4004576,48
1141,0,4129568,48
1209,0,4004568,32
1262,0,4004692,44
1322,0,4004576,48
1386,0,4004568,32
1461,0,4004584,40
1573,0,4004584,40
1636,0,4004584,40
1692,0,4004576,48
1797,0,5004568,40
1853,0,4004576,48
1909,0,4004576,48
1974,0,4004576,48
2030,0,4004568,32
2086,0,4004568,32
2142,0,4004576,48
2212,0,4004568,32
2279,0,4004584,40
2335,0,4004568,32
2391,0,4004584,40
2491,0,4004688,48
2601,0,6004568,40
2657,0,4004576,48
2713,0,4004568,32
2769,0,4004568,32
2825,0,4004812,52
2881,0,4004568,32
2944,0,4004568,32
3029,0,4004568,32
3085,0,4004568,32
3141,0,4004568,32
3203,0,4004576,48
3301,0,4004576,48
3358,0,4004568,32
3414,0,4004568,32
3470,0,4004584,40
3608,0,4004628,44
3664,0,4004568,32
3720,0,4004576,48
3783,0,4004568,32
3839,0,4004576,48
3895,0,4004584,40
3951,0,4004568,32
4007,0,4004568,32
4063,0,4004580,44
4133,0,4004584,40
4140,0,4004576,48
4147,0,4004568,32
4154,0,4004568,32
4161,0,4004692,44
4168,0,4004568,32
4175,0,4004568,32
4182,0,4004580,44
4189,0,4004576,48
4196,0,4004576,48
4203,0,4004568,32
4210,0,4004584,40
4217,0,4004568,32
4224,0,4004576,48
4231,0,4004568,32
4238,0,4004568,32
4245,0,4004600,40
4255,0,4004568,32
4264,0,4004568,32
4279,0,8004568,40
4292,0,4009197,67
