time,stack,heap,heap_extra
0,0,0,0
319,0,472,16
327,0,3004568,32
864,0,3004576,48
928,0,3004660,44
966,0,3004568,32
998,0,3004592,48
1046,0,3004932,44
1110,0,3004588,52
1167,0,3004576,48
1231,0,3004576,48
1295,0,3004660,44
1359,0,3004568,32
1391,0,3004576,48
1433,0,3004616,40
1495,0,3004568,32
1559,0,3006032,48
1623,0,3004580,44
1687,0,3004568,32
1751,0,3004568,32
1815,0,3004592,48
1879,0,3004576,48
1911,0,3004568,32
1962,0,4504568,40
2010,0,3004576,48
2076,0,3004576,48
2108,0,3004752,48
2148,0,3004576,48
2212,0,3004568,32
2244,0,3004580,44
2291,0,3004616,40
2355,0,3004576,48
2387,0,3004568,32
2419,0,3004568,32
2451,0,3004612,44
2483,0,3004568,32
2515,0,3004568,32
2555,0,3004752,48
2604,0,3004576,48
2636,0,3004580,44
2668,0,3004580,44
2700,0,3004568,32
2732,0,3004568,32
2764,0,3004580,44
2796,0,3004568,32
2828,0,3004576,48
2860,0,3004568,32
2892,0,3004660,44
2924,0,3004576,48
2956,0,3004592,48
2971,0,3004576,48
2979,0,3004568,32
2987,0,3004568,32
2995,0,3004568,32
3003,0,3004568,32
3011,0,3004576,48
3019,0,3004568,32
3027,0,3004568,32
3035,0,3004612,44
3043,0,3004576,48
3051,0,3004580,44
3059,0,3004588,52
3067,0,3004592,48
3075,0,3004568,32
3083,0,3004576,48
3091,0,3004576,48
3099,0,3004568,32
3107,0,3004568,32
3115,0,3004576,48
3124,0,3004568,32
3132,0,6004568,40
3145,0,3009194,70
