time,stack,heap,heap_extra
0,0,0,0
324,0,472,16
331,0,404568,32
405,0,404576,48
413,0,404580,44
421,0,404568,32
425,0,404576,48
429,0,404580,44
433,0,404568,32
437,0,404568,32
441,0,404580,44
445,0,404568,32
449,0,404664,40
453,0,404568,32
457,0,404568,32
461,0,404576,48
465,0,404592,48
469,0,404576,48
473,0,404592,48
477,0,404580,44
481,0,404576,48
485,0,404580,44
492,0,404580,44
496,0,404960,48
500,0,404576,48
504,0,404576,48
508,0,404592,48
512,0,404580,44
516,0,404568,32
520,0,404580,44
524,0,404592,48
528,0,404580,44
532,0,404568,32
536,0,404592,48
540,0,404576,48
544,0,404568,32
548,0,404580,44
552,0,404568,32
556,0,404576,48
563,0,404592,48
566,0,604568,40
570,0,404580,44
574,0,404616,40
578,0,404580,44
582,0,404620,52
586,0,404576,48
590,0,404580,44
594,0,404764,52
598,0,404568,32
604,0,404568,32
607,0,404576,48
610,0,404568,32
613,0,404568,32
616,0,404616,40
619,0,404568,32
622,0,404576,48
625,0,404620,52
628,0,404580,44
631,0,404576,48
634,0,404580,44
637,0,404568,32
640,0,404568,32
643,0,404568,32
646,0,404592,48
649,0,404580,44
652,0,404616,40
655,0,404568,32
658,0,404568,32
661,0,404568,32
664,0,404568,32
667,0,404668,52
670,0,404580,44
673,0,404576,48
676,0,404664,40
679,0,404592,48
682,0,404568,32
685,0,404580,44
688,0,404568,32
691,0,404592,48
706,0,404580,44
709,0,404568,32
712,0,404568,32
713,0,804568,40
723,0,409194,70
726,0,405098,62
