time,stack,heap,heap_extra
0,0,0,0
322,0,472,16
330,0,3004568,32
863,0,3004576,48
895,0,3004580,44
958,0,3004576,48
990,0,3004576,48
1025,0,3004576,48
1077,0,3004568,32
1141,0,3004568,32
1198,0,3004568,32
1262,0,3004612,44
1326,0,3004592,48
1390,0,3004936,40
1424,0,3754568,40
1478,0,3004580,44
1542,0,3004580,44
1606,0,3004576,48
1670,0,3004576,48
1734,0,3004580,44
1793,0,3004612,44
1857,0,3004568,32
1921,0,3004568,32
1976,0,4504568,40
2024,0,3004568,32
2090,0,3004576,48
2122,0,3004576,48
2162,0,3004616,40
2226,0,3004576,48
2258,0,3004568,32
2302,0,3004616,40
2366,0,3004568,32
2398,0,3004568,32
2430,0,3004576,48
2462,0,3004576,48
2494,0,3004660,44
2526,0,3004568,32
2566,0,3004568,32
2598,0,3004580,44
2630,0,3004568,32
2662,0,3004568,32
2694,0,3004568,32
2726,0,3004580,44
2758,0,3004568,32
2790,0,3004568,32
2822,0,3004748,52
2854,0,3004580,44
2886,0,3004568,32
2918,0,3004612,44
2967,0,3004576,48
2975,0,3004568,32
2983,0,3004568,32
2991,0,3004580,44
2999,0,3004568,32
3007,0,3004612,44
3015,0,3004580,44
3023,0,3004576,48
3031,0,3004592,48
3039,0,3004612,44
3047,0,3004568,32
3055,0,3004576,48
3063,0,3004568,32
3071,0,3004568,32
3079,0,3004592,48
3087,0,3004576,48
3095,0,3004576,48
3103,0,3004576,48
3111,0,3004592,48
3120,0,3004568,32
3131,0,6004568,40
3144,0,3009194,70
