time,stack,heap,heap_extra
0,0,0,0
321,0,472,16
329,0,2004568,32
684,0,2004576,48
716,0,2004600,40
748,0,2004568,32
764,0,2004568,32
783,0,2004584,40
814,0,2004568,32
845,0,2004576,48
861,0,2004568,32
882,0,2254568,40
914,0,2004568,32
946,0,2004568,32
963,0,2004600,40
979,0,2004576,48
996,0,2004600,40
1028,0,2004568,32
1044,0,2004568,32
1069,0,2504568,40
1101,0,2004576,48
1133,0,2004576,48
1165,0,2004568,32
1197,0,2004576,48
1229,0,2004576,48
1261,0,2004568,32
1298,0,2004584,40
1330,0,2004568,32
1362,0,2004596,44
1394,0,2004568,32
1426,0,2004568,32
1452,0,3004568,40
1484,0,2004576,48
1500,0,2004568,32
1524,0,2004568,32
1556,0,2004584,40
1588,0,2004568,32
1620,0,2004600,40
1652,0,2004568,32
1684,0,2004568,32
1716,0,2004568,32
1748,0,2004584,40
1780,0,2004576,48
1812,0,2004580,44
1828,0,2004584,40
1852,0,2004568,32
1925,0,2004584,40
1957,0,2004576,48
1973,0,2004576,48
1989,0,2004628,44
1997,0,2004568,32
2005,0,2004584,40
2013,0,2004568,32
2021,0,2004584,40
2029,0,2004568,32
2037,0,2004580,44
2045,0,2004568,32
2053,0,2004584,40
2061,0,2004568,32
2069,0,2004568,32
2077,0,2004576,48
2085,0,2004576,48
2093,0,2004568,32
2101,0,2004576,48
2109,0,2004580,44
2117,0,2004576,48
2125,0,2004584,40
2133,0,2004632,40
2141,0,2004580,44
2149,0,2004568,32
2157,0,2004568,32
2165,0,2004568,32
2173,0,2004568,32
2181,0,2004568,32
2189,0,2004576,48
2197,0,2004568,32
2205,0,2004576,48
2213,0,2004576,48
2221,0,2004568,32
2230,0,2004568,32
2235,0,4004568,40
2247,0,2009197,67
