time,stack,heap,heap_extra
0,0,0,0
317,0,472,16
324,0,404568,32
396,0,404576,48
404,0,404568,32
412,0,404576,48
416,0,404580,44
420,0,404764,52
424,0,404568,32
428,0,404592,48
432,0,404568,32
436,0,404568,32
440,0,404568,32
444,0,404580,44
448,0,404580,44
452,0,404576,48
456,0,404596,44
460,0,404568,32
464,0,404580,44
468,0,404568,32
472,0,404568,32
479,0,404580,44
483,0,504568,40
487,0,404568,32
492,0,404576,48
496,0,404580,44
500,0,404576,48
504,0,404576,48
508,0,404576,48
512,0,404568,32
516,0,404568,32
520,0,404568,32
524,0,404592,48
528,0,404568,32
532,0,404592,48
536,0,404584,40
542,0,404580,44
548,0,404592,48
551,0,604568,40
555,0,404568,32
559,0,404568,32
563,0,404568,32
567,0,404568,32
571,0,404568,32
575,0,404576,48
579,0,404580,44
583,0,404576,48
587,0,404576,48
591,0,404576,48
595,0,404592,48
598,0,404576,48
601,0,404568,32
604,0,404592,48
607,0,404568,32
610,0,404576,48
613,0,404568,32
616,0,404580,44
619,0,404568,32
622,0,404568,32
625,0,404568,32
628,0,404580,44
631,0,404576,48
634,0,404568,32
637,0,404576,48
640,0,404568,32
643,0,404592,48
646,0,404568,32
649,0,404568,32
652,0,404580,44
655,0,404568,32
658,0,404568,32
661,0,404568,32
664,0,404592,48
667,0,404568,32
670,0,404568,32
673,0,404576,48
676,0,404584,40
679,0,404580,44
695,0,404580,44
698,0,404568,32
702,0,804568,40
712,0,409206,74
716,0,405110,66
