time,stack,heap,heap_extra
0,0,0,0
318,0,472,16
322,0,4568,24
325,0,44568,32
334,0,44576,48
335,0,44568,32
336,0,44576,48
337,0,44576,48
338,0,44568,32
339,0,44576,48
340,0,44576,48
341,0,44588,52
342,0,44568,32
343,0,44580,44
344,0,44568,32
345,0,44568,32
346,0,44576,48
347,0,44568,32
348,0,44608,48
349,0,44568,32
350,0,44568,32
351,0,44568,32
352,0,44568,32
353,0,44724,44
354,0,44576,48
355,0,44568,32
356,0,64568,40
357,0,44568,32
358,0,44568,32
359,0,44576,48
360,0,44576,48
361,0,44568,32
362,0,44568,32
363,0,44568,32
364,0,44568,32
365,0,44608,48
366,0,44568,32
367,0,44568,32
368,0,44588,52
369,0,44568,32
370,0,44576,48
371,0,44576,48
372,0,44568,32
373,0,44576,48
374,0,44568,32
375,0,44576,48
376,0,44576,48
377,0,44588,52
378,0,44568,32
379,0,44580,44
380,0,44576,48
381,0,44568,32
382,0,44568,32
382,0,84568,40
383,0,44628,44
384,0,45100,60
392,0,49196,68
395,0,45100,60
396,0,40532,36
